PROPERTY,REP_FIRM,ADVERTISER_NAME,ADVERTISER_GUID,YEAR_NUMBER,MONTH_NUMBER,DEMOGRAPHIC,ORDER_TYPE,CASH_OR_TRADE,AGENCY_NAME,AGENCY_GUID,SALES_OFFICE_NAME,AE_CODE,SALES_PERSON,PARENT_PRODUCT_CODE_NAME,PRODUCT_CODE_NAME,DEV_TYPE,PROGRAM_TYPE,CALENDAR_TYPE,SHARE_OF_ORDER,ORDER_NUMBER,CORE_ADVERTISER_MID,CORE_ADVERTISER_TOP,NET_AMOUNT,GROSS_AMOUNT
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,CALENDAR,0,25039467,,,85,100
KCEC,UNIVISION - AFFILIATE,Rocky Mountain Honda Dealers,a38333c5-fe98-47f3-98e2-5e29a8360886,2025,11,Adults 25-54,Time Sale - General,C,"Horizon Media, Inc.",135dfc6f-725e-4ee4-9f58-ab23f7e3462f,Holding Company - LAX,RKAGR,Karen Graves,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25039469,,,2426.75,2855
KCEC,UNIVISION - AFFILIATE,Rocky Mountain Honda Dealers,a38333c5-fe98-47f3-98e2-5e29a8360886,2025,11,Adults 25-54,Time Sale - General,C,"Horizon Media, Inc.",135dfc6f-725e-4ee4-9f58-ab23f7e3462f,Holding Company - LAX,RKAGR,Karen Graves,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25039469,,,2426.75,2855
WUVF,UNIVISION - AFFILIATE,"Publix Super Markets, Inc.",f5267018-ec0b-4655-8256-5155592ad496,2025,12,Persons 18-49,Time Sale - General,C,22 Squared,00000000-0000-0000-0000-000000000000,MM - National MIA,REDIA,Evelyn Diaz,Retail,Supermarket/Grocery/Convenience Stores,,,BROADCAST,0,25039474,,,3060,3600
WUVF,UNIVISION - AFFILIATE,"Publix Super Markets, Inc.",f5267018-ec0b-4655-8256-5155592ad496,2025,12,Persons 18-49,Time Sale - General,C,22 Squared,00000000-0000-0000-0000-000000000000,MM - National MIA,REDIA,Evelyn Diaz,Retail,Supermarket/Grocery/Convenience Stores,,,CALENDAR,0,25039474,,,3060,3600
KSMS,UNIVISION - AFFILIATE,Kaiser Permanente Health Plan,6b8b5a8b-a1b2-4b92-94eb-b5f07832e81d,2025,11,Adults 25-54,Time Sale - General,C,Hearts & Science,00000000-0000-0000-0000-000000000000,Holding Company - LAX,TCJOU,Christine Joubert,Health Care,Insurance - Medical,,,BROADCAST,0,25039476,,,408,480
KSMS,UNIVISION - AFFILIATE,Kaiser Permanente Health Plan,6b8b5a8b-a1b2-4b92-94eb-b5f07832e81d,2025,11,Adults 25-54,Time Sale - General,C,Hearts & Science,00000000-0000-0000-0000-000000000000,Holding Company - LAX,TCJOU,Christine Joubert,Health Care,Insurance - Medical,,,CALENDAR,0,25039476,,,408,480
KBNT,UNIVISION - AFFILIATE,Kaiser Permanente Health Plan,6b8b5a8b-a1b2-4b92-94eb-b5f07832e81d,2025,11,Adults 25-54,Time Sale - General,C,"Hearts & Science, LLC",915369bb-df2a-4c46-a0fc-b309b575cbeb,Holding Company - LAX,TCJOU,Christine Joubert,Health Care,Insurance - Medical,,,BROADCAST,0,25039478,,,-1821.43,-2142.86
KBNT,UNIVISION - AFFILIATE,Kaiser Permanente Health Plan,6b8b5a8b-a1b2-4b92-94eb-b5f07832e81d,2025,11,Adults 25-54,Time Sale - General,C,"Hearts & Science, LLC",915369bb-df2a-4c46-a0fc-b309b575cbeb,Holding Company - LAX,TCJOU,Christine Joubert,Health Care,Insurance - Medical,,,CALENDAR,0,25039478,,,-1821.43,-2142.86
KBNT,UNIVISION - AFFILIATE,Kaiser Permanente Health Plan,6b8b5a8b-a1b2-4b92-94eb-b5f07832e81d,2025,11,Adults 25-54,Time Sale - General,C,"Hearts & Science, LLC",915369bb-df2a-4c46-a0fc-b309b575cbeb,Holding Company - LAX,TCJOU,Christine Joubert,Health Care,Insurance - Medical,,,BROADCAST,0,25039478,,,2331.43,2742.86
KBNT,UNIVISION - AFFILIATE,Kaiser Permanente Health Plan,6b8b5a8b-a1b2-4b92-94eb-b5f07832e81d,2025,11,Adults 25-54,Time Sale - General,C,"Hearts & Science, LLC",915369bb-df2a-4c46-a0fc-b309b575cbeb,Holding Company - LAX,TCJOU,Christine Joubert,Health Care,Insurance - Medical,,,CALENDAR,0,25039478,,,2331.43,2742.86
KNVO,UNIVISION - AFFILIATE,Boot Barn,f74d231e-fe79-4b6e-b01f-4ced73ea1913,2025,11,Adults 25-54,Time Sale - General,C,"Boot Barn, Inc.",00000000-0000-0000-0000-000000000000,MM - National LAX,REKOU,Eugenia Koudanis,Retail,Footwear Retail,,,BROADCAST,0,25039483,,,4493.95,5287
KNVO,UNIVISION - AFFILIATE,Boot Barn,f74d231e-fe79-4b6e-b01f-4ced73ea1913,2025,11,Adults 25-54,Time Sale - General,C,"Boot Barn, Inc.",00000000-0000-0000-0000-000000000000,MM - National LAX,REKOU,Eugenia Koudanis,Retail,Footwear Retail,,,CALENDAR,0,25039483,,,4493.95,5287
KVYE,UNIVISION - AFFILIATE,Nissan Regional,a4877014-137a-413e-aa83-e704775ebbef,2026,2,Adults 25-54,Time Sale - General,C,OMD,103eb222-a8b7-4ad8-8b9b-566a2b4e2942,Holding Company - LAX,TCJOU,Christine Joubert,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25039490,,,879.75,1035
KVYE,UNIVISION - AFFILIATE,Nissan Regional,a4877014-137a-413e-aa83-e704775ebbef,2026,2,Adults 25-54,Time Sale - General,C,OMD,103eb222-a8b7-4ad8-8b9b-566a2b4e2942,Holding Company - LAX,TCJOU,Christine Joubert,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25039490,,,879.75,1035
WLII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,BROADCAST,0,25039463,,,233.75,275
WLII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,CALENDAR,0,25039463,,,233.75,275
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,BROADCAST,0,25039464,,,85,100
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,CALENDAR,0,25039464,,,85,100
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,BROADCAST,0,25039465,,,85,100
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,CALENDAR,0,25039465,,,85,100
KVYE,UNIVISION - AFFILIATE,Nissan Regional,a4877014-137a-413e-aa83-e704775ebbef,2026,3,Adults 25-54,Time Sale - General,C,OMD,103eb222-a8b7-4ad8-8b9b-566a2b4e2942,Holding Company - LAX,TCJOU,Christine Joubert,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25039490,,,1224,1440
KVYE,UNIVISION - AFFILIATE,Nissan Regional,a4877014-137a-413e-aa83-e704775ebbef,2026,3,Adults 25-54,Time Sale - General,C,OMD,103eb222-a8b7-4ad8-8b9b-566a2b4e2942,Holding Company - LAX,TCJOU,Christine Joubert,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25039490,,,1224,1440
KSMS,UNIVISION - AFFILIATE,The Celebration Company,98e5035c-9d1f-45fd-8bb5-097cbf368468,2025,12,Adults 25-54,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Media & Entertainment,Amusement Parks & Fairs,,,BROADCAST,0,25039492,,,4834.8,5688
KSMS,UNIVISION - AFFILIATE,The Celebration Company,98e5035c-9d1f-45fd-8bb5-097cbf368468,2025,12,Adults 25-54,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Media & Entertainment,Amusement Parks & Fairs,,,CALENDAR,0,25039492,,,4834.8,5688
KEVC,UNIVISION - AFFILIATE,California Secretary of State,92a98d0f-23cd-4bd0-a0f7-b3235cc0fae2,2025,11,Adults 50+,Time Sale - General,C,Runyon Saltzman & Einhorn,b5665071-449d-46d7-b98c-6befb124fcb1,MM - National SFO,TALON,Trey Alonso,Class1,Public Service; Government Spons,,,BROADCAST,0,25039496,,,153.85,181
KEVC,UNIVISION - AFFILIATE,California Secretary of State,92a98d0f-23cd-4bd0-a0f7-b3235cc0fae2,2025,11,Adults 50+,Time Sale - General,C,Runyon Saltzman & Einhorn,b5665071-449d-46d7-b98c-6befb124fcb1,MM - National SFO,TALON,Trey Alonso,Class1,Public Service; Government Spons,,,CALENDAR,0,25039496,,,153.85,181
KDJT,UNIVISION - AFFILIATE,California Secretary of State,92a98d0f-23cd-4bd0-a0f7-b3235cc0fae2,2025,11,,Time Sale - General,C,Runyon Saltzman & Einhorn,b5665071-449d-46d7-b98c-6befb124fcb1,MM - National SFO,TALON,Trey Alonso,Class1,Public Service; Government Spons,,,BROADCAST,0,25039497,,,408,480
KDJT,UNIVISION - AFFILIATE,California Secretary of State,92a98d0f-23cd-4bd0-a0f7-b3235cc0fae2,2025,11,,Time Sale - General,C,Runyon Saltzman & Einhorn,b5665071-449d-46d7-b98c-6befb124fcb1,MM - National SFO,TALON,Trey Alonso,Class1,Public Service; Government Spons,,,CALENDAR,0,25039497,,,408,480
WUTF,UNIVISION - AFFILIATE,National Grid USA,b1a2a0ac-f4ab-41d6-af99-460e3bc221e4,2025,12,Persons 25-54,Time Sale - General,C,ProVantageX,6aac92ef-5a2d-47e1-bfb5-e8a7b7015b39,Holding Company - NYC,TJCEJ,Jonathan Ceja,Utilities,Utility Companies,,,BROADCAST,0,25039508,,,952,1120
WUTF,UNIVISION - AFFILIATE,National Grid USA,b1a2a0ac-f4ab-41d6-af99-460e3bc221e4,2025,12,Persons 25-54,Time Sale - General,C,ProVantageX,6aac92ef-5a2d-47e1-bfb5-e8a7b7015b39,Holding Company - NYC,TJCEJ,Jonathan Ceja,Utilities,Utility Companies,,,CALENDAR,0,25039508,,,952,1120
WUTF,UNIVISION - AFFILIATE,National Grid USA,b1a2a0ac-f4ab-41d6-af99-460e3bc221e4,2025,12,Persons 25-54,Time Sale - General,C,ProVantageX,6aac92ef-5a2d-47e1-bfb5-e8a7b7015b39,Holding Company - NYC,TJCEJ,Jonathan Ceja,Utilities,Utility Companies,,,BROADCAST,0,25039509,,,2537.25,2985
WUTF,UNIVISION - AFFILIATE,National Grid USA,b1a2a0ac-f4ab-41d6-af99-460e3bc221e4,2025,12,Persons 25-54,Time Sale - General,C,ProVantageX,6aac92ef-5a2d-47e1-bfb5-e8a7b7015b39,Holding Company - NYC,TJCEJ,Jonathan Ceja,Utilities,Utility Companies,,,CALENDAR,0,25039509,,,2537.25,2985
KINC,UNIVISION - AFFILIATE,McDonald's Corporation,1e003ab6-9562-4b44-9123-93e304f24855,2025,12,Adults 25-54,Time Sale - General,C,Hoffman&Lewis DBA H&L Partners,e49ebb59-b59e-4a1c-9759-d526a1266d24,MM - National SFO,KNAVA,Karina Nava,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25039526,,,15886.5,18690
KINC,UNIVISION - AFFILIATE,McDonald's Corporation,1e003ab6-9562-4b44-9123-93e304f24855,2025,12,Adults 25-54,Time Sale - General,C,Hoffman&Lewis DBA H&L Partners,e49ebb59-b59e-4a1c-9759-d526a1266d24,MM - National SFO,KNAVA,Karina Nava,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25039526,,,15886.5,18690
KEVC,UNIVISION - AFFILIATE,Southern California Toyota Dealers,2d215f6e-3efa-410a-8ebd-c15a82e4ad74,2025,12,Adults 35+,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,TASAN,Ana F. Santana,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25039528,,,850,1000
KEVC,UNIVISION - AFFILIATE,Southern California Toyota Dealers,2d215f6e-3efa-410a-8ebd-c15a82e4ad74,2025,12,Adults 35+,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,TASAN,Ana F. Santana,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25039528,,,850,1000
KCRP,UNIVISION - AFFILIATE,OPNAD - Operator's National Advertising Fund,db2f86c1-346c-43c8-a972-d72f05f0298f,2025,12,Adults 18-49,Time Sale - General,C,"Starcom Worldwide, Inc.",af44a71e-b10f-48ea-89c0-438766432673,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25039542,,,387.6,456
KCRP,UNIVISION - AFFILIATE,OPNAD - Operator's National Advertising Fund,db2f86c1-346c-43c8-a972-d72f05f0298f,2025,12,Adults 18-49,Time Sale - General,C,"Starcom Worldwide, Inc.",af44a71e-b10f-48ea-89c0-438766432673,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25039542,,,387.6,456
KORO,UNIVISION - AFFILIATE,OPNAD - Operator's National Advertising Fund,db2f86c1-346c-43c8-a972-d72f05f0298f,2025,12,Adults 18-49,Time Sale - General,C,"Starcom Worldwide, Inc.",af44a71e-b10f-48ea-89c0-438766432673,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25039543,,,6154.85,7241
KORO,UNIVISION - AFFILIATE,OPNAD - Operator's National Advertising Fund,db2f86c1-346c-43c8-a972-d72f05f0298f,2025,12,Adults 18-49,Time Sale - General,C,"Starcom Worldwide, Inc.",af44a71e-b10f-48ea-89c0-438766432673,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25039543,,,6154.85,7241
KNVO,UNIVISION - AFFILIATE,OPNAD - Operator's National Advertising Fund,db2f86c1-346c-43c8-a972-d72f05f0298f,2025,12,Adults 18-49,Time Sale - General,C,"Starcom Worldwide, Inc.",af44a71e-b10f-48ea-89c0-438766432673,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25039544,,,15298.3,17998
KNVO,UNIVISION - AFFILIATE,OPNAD - Operator's National Advertising Fund,db2f86c1-346c-43c8-a972-d72f05f0298f,2025,12,Adults 18-49,Time Sale - General,C,"Starcom Worldwide, Inc.",af44a71e-b10f-48ea-89c0-438766432673,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25039544,,,15298.3,17998
KNVO,UNIVISION - AFFILIATE,Boot Barn,f74d231e-fe79-4b6e-b01f-4ced73ea1913,2025,12,Adults 25-54,Time Sale - General,C,"Boot Barn, Inc.",00000000-0000-0000-0000-000000000000,MM - National LAX,REKOU,Eugenia Koudanis,Retail,Footwear Retail,,,BROADCAST,0,25039483,,,18582.7,21862
KNVO,UNIVISION - AFFILIATE,Boot Barn,f74d231e-fe79-4b6e-b01f-4ced73ea1913,2025,12,Adults 25-54,Time Sale - General,C,"Boot Barn, Inc.",00000000-0000-0000-0000-000000000000,MM - National LAX,REKOU,Eugenia Koudanis,Retail,Footwear Retail,,,CALENDAR,0,25039483,,,18582.7,21862
KTFV,UNIVISION - AFFILIATE,GM BPG Dealers Association,4bd39fcd-9bac-4337-9db9-c5475cb16ed6,2025,12,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TEFIN,Elizabeth Fine,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25039486,,,510,600
KTFV,UNIVISION - AFFILIATE,GM BPG Dealers Association,4bd39fcd-9bac-4337-9db9-c5475cb16ed6,2025,12,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TEFIN,Elizabeth Fine,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25039486,,,510,600
KNVO,UNIVISION - AFFILIATE,GM BPG Dealers Association,4bd39fcd-9bac-4337-9db9-c5475cb16ed6,2025,11,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TEFIN,Elizabeth Fine,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25039487,,,8942,10520
KNVO,UNIVISION - AFFILIATE,GM BPG Dealers Association,4bd39fcd-9bac-4337-9db9-c5475cb16ed6,2025,11,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TEFIN,Elizabeth Fine,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25039487,,,8942,10520
KVYE,UNIVISION - AFFILIATE,Nissan Regional,a4877014-137a-413e-aa83-e704775ebbef,2026,1,Adults 25-54,Time Sale - General,C,OMD,103eb222-a8b7-4ad8-8b9b-566a2b4e2942,Holding Company - LAX,TCJOU,Christine Joubert,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25039490,,,361.25,425
KVYE,UNIVISION - AFFILIATE,Nissan Regional,a4877014-137a-413e-aa83-e704775ebbef,2026,1,Adults 25-54,Time Sale - General,C,OMD,103eb222-a8b7-4ad8-8b9b-566a2b4e2942,Holding Company - LAX,TCJOU,Christine Joubert,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25039490,,,361.25,425
KVYE,UNIVISION - AFFILIATE,Nissan Regional,a4877014-137a-413e-aa83-e704775ebbef,2026,4,Adults 25-54,Time Sale - General,C,OMD,103eb222-a8b7-4ad8-8b9b-566a2b4e2942,Holding Company - LAX,TCJOU,Christine Joubert,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25039490,,,136,160
KVYE,UNIVISION - AFFILIATE,Nissan Regional,a4877014-137a-413e-aa83-e704775ebbef,2026,4,Adults 25-54,Time Sale - General,C,OMD,103eb222-a8b7-4ad8-8b9b-566a2b4e2942,Holding Company - LAX,TCJOU,Christine Joubert,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25039490,,,136,160
KUNW,UNIVISION - AFFILIATE,McDonald's Corporation,1e003ab6-9562-4b44-9123-93e304f24855,2025,12,Adults 25-54,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,TASAN,Ana F. Santana,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25039501,,,2873,3380
KUNW,UNIVISION - AFFILIATE,McDonald's Corporation,1e003ab6-9562-4b44-9123-93e304f24855,2025,12,Adults 25-54,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,TASAN,Ana F. Santana,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25039501,,,2873,3380
KBNT,UNIVISION - AFFILIATE,"Law Collective, APLC",fa0d47ff-4df8-490e-8eaa-a1e8cee011f3,2025,11,Households,Time Sale - General,C,"Law Collective, APLC",40fcaa98-600a-48f9-9a5b-81c05d4e0449,MM - National LAX,RXVIL,Xiomara Villalobos,Class1,Personal Injury Law,,,BROADCAST,0,25039505,,,3480.75,4095
KBNT,UNIVISION - AFFILIATE,"Law Collective, APLC",fa0d47ff-4df8-490e-8eaa-a1e8cee011f3,2025,11,Households,Time Sale - General,C,"Law Collective, APLC",40fcaa98-600a-48f9-9a5b-81c05d4e0449,MM - National LAX,RXVIL,Xiomara Villalobos,Class1,Personal Injury Law,,,CALENDAR,0,25039505,,,3480.75,4095
KVYE,UNIVISION - AFFILIATE,Southwest Desert Honda Dealers,d3fd0b0e-0b3f-4805-ac1b-8cc96c05a199,2025,11,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25039506,,,3918.5,4610
KVYE,UNIVISION - AFFILIATE,Southwest Desert Honda Dealers,d3fd0b0e-0b3f-4805-ac1b-8cc96c05a199,2025,11,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25039506,,,3918.5,4610
KBNT,UNIVISION - AFFILIATE,Veloz,6ff52260-e8d4-466b-a927-9e18919cce74,2025,11,Adults 25-54,Time Sale - General,C,"The Shipyard, LLC",eb3a7ca4-5cf4-4bec-9360-0b4a66392ee4,MM - National SFO,TALON,Trey Alonso,Public & Business Administration,Charitable & Non Profit Organizations,,,BROADCAST,0,25039521,,,2622.68,3085.5
KBNT,UNIVISION - AFFILIATE,Veloz,6ff52260-e8d4-466b-a927-9e18919cce74,2025,11,Adults 25-54,Time Sale - General,C,"The Shipyard, LLC",eb3a7ca4-5cf4-4bec-9360-0b4a66392ee4,MM - National SFO,TALON,Trey Alonso,Public & Business Administration,Charitable & Non Profit Organizations,,,CALENDAR,0,25039521,,,2622.68,3085.5
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,BROADCAST,0,25039522,,,85,100
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,CALENDAR,0,25039522,,,85,100
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,BROADCAST,0,25039523,,,17,20
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,CALENDAR,0,25039523,,,17,20
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,BROADCAST,0,25039524,,,17,20
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,11,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,CALENDAR,0,25039524,,,17,20
KTFV,UNIVISION - AFFILIATE,"United HealthCare Services, Inc.",eaed066b-adaf-49d8-9d87-cc1a8370a00a,2025,12,Households,Time Sale - General,C,Hispanic Group Corp.,5c25be0a-4eff-4e4d-a6c7-9bec75c9ee6e,MM - National MIA,DGONL,Denise Gonzalez,Health Care,Insurance - Medical,,,BROADCAST,0,25039533,,,3247,3820
KTFV,UNIVISION - AFFILIATE,"United HealthCare Services, Inc.",eaed066b-adaf-49d8-9d87-cc1a8370a00a,2025,12,Households,Time Sale - General,C,Hispanic Group Corp.,5c25be0a-4eff-4e4d-a6c7-9bec75c9ee6e,MM - National MIA,DGONL,Denise Gonzalez,Health Care,Insurance - Medical,,,CALENDAR,0,25039533,,,3247,3820
KLUZ,UNIVISION - AFFILIATE,OPNAD - Operator's National Advertising Fund,db2f86c1-346c-43c8-a972-d72f05f0298f,2025,12,Adults 18-49,Time Sale - General,C,"Starcom Worldwide, Inc.",af44a71e-b10f-48ea-89c0-438766432673,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25039534,,,5377.95,6327
KLUZ,UNIVISION - AFFILIATE,OPNAD - Operator's National Advertising Fund,db2f86c1-346c-43c8-a972-d72f05f0298f,2025,12,Adults 18-49,Time Sale - General,C,"Starcom Worldwide, Inc.",af44a71e-b10f-48ea-89c0-438766432673,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25039534,,,5377.95,6327
KTFQ,UNIVISION - AFFILIATE,OPNAD - Operator's National Advertising Fund,db2f86c1-346c-43c8-a972-d72f05f0298f,2025,12,Adults 18-49,Time Sale - General,C,"Starcom Worldwide, Inc.",af44a71e-b10f-48ea-89c0-438766432673,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25039535,,,238,280
KTFQ,UNIVISION - AFFILIATE,OPNAD - Operator's National Advertising Fund,db2f86c1-346c-43c8-a972-d72f05f0298f,2025,12,Adults 18-49,Time Sale - General,C,"Starcom Worldwide, Inc.",af44a71e-b10f-48ea-89c0-438766432673,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25039535,,,238,280
