PROPERTY,REP_FIRM,ADVERTISER_NAME,ADVERTISER_GUID,YEAR_NUMBER,MONTH_NUMBER,DEMOGRAPHIC,ORDER_TYPE,CASH_OR_TRADE,AGENCY_NAME,AGENCY_GUID,SALES_OFFICE_NAME,AE_CODE,SALES_PERSON,PARENT_PRODUCT_CODE_NAME,PRODUCT_CODE_NAME,DEV_TYPE,PROGRAM_TYPE,CALENDAR_TYPE,SHARE_OF_ORDER,ORDER_NUMBER,CORE_ADVERTISER_MID,CORE_ADVERTISER_TOP,NET_AMOUNT,GROSS_AMOUNT
9/1/2025 - 3/1/2027,,,,,,,,,,,,,,,,,,,,,,,,
As of 3/23/2026 10:00 PM,,,,,,,,,,,,,,,,,,,,,,,,
KUKC,UNIVISION - AFFILIATE,"Menards, Inc (A)",00000000-0000-0000-0000-000000000000,2025,9,Households,Time Sale - General,C,"Menards, Inc.",e486b648-5ebb-465b-bf39-519464edefce,MM - National CHI,RTLAL,Terrence Lally,Retail,Home Improvements/Hardware,,,BROADCAST,0,25034946,,,663,780
KUKC,UNIVISION - AFFILIATE,"Menards, Inc (A)",00000000-0000-0000-0000-000000000000,2025,9,Households,Time Sale - General,C,"Menards, Inc.",e486b648-5ebb-465b-bf39-519464edefce,MM - National CHI,RTLAL,Terrence Lally,Retail,Home Improvements/Hardware,,,CALENDAR,0,25034946,,,663,780
KCRP,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - ATL,TEFIN,Elizabeth Fine,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25035016,,,55.25,65
KCRP,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - ATL,TEFIN,Elizabeth Fine,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25035016,,,55.25,65
KLDO,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - ATL,TEFIN,Elizabeth Fine,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25035031,,,1332.8,1568
KLDO,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - ATL,TEFIN,Elizabeth Fine,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25035031,,,1332.8,1568
KVYE,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - ATL,TJRIN,John Ring,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25035082,,,476.85,561
KVYE,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - ATL,TJRIN,John Ring,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25035082,,,476.85,561
KUNW,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25035215,,,301.75,355
KUNW,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - CHI,TMARB,Maria Arboleda,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25035215,,,301.75,355
KELV,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,11,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035627,,,1360,1600
KELV,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,11,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035627,,,1360,1600
KINC,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,11,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035628,,,6290,7400
KINC,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,11,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035628,,,6290,7400
KRNS,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,9,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TMPAT,Michelle Patick - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035666,,,527,620
KRNS,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,9,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TMPAT,Michelle Patick - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035666,,,527,620
KREN,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,9,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TMPAT,Michelle Patick - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035667,,,1640.5,1930
KREN,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,9,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TMPAT,Michelle Patick - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035667,,,1640.5,1930
KEVC,UNIVISION - AFFILIATE,Morongo Casino,5c096ee3-71f3-4089-b6ee-5b4e45289c9b,2025,10,Adults 25-54,Time Sale - General,C,MJA Advertising,677e7fda-c1bd-47a8-bca5-e10ac468f33f,MM - National LAX,REKOU,Eugenia Koudanis,Gambling / Lottery,Casinos/Gambling,,,BROADCAST,0,25035672,,,1836,2160
KEVC,UNIVISION - AFFILIATE,Morongo Casino,5c096ee3-71f3-4089-b6ee-5b4e45289c9b,2025,10,Adults 25-54,Time Sale - General,C,MJA Advertising,677e7fda-c1bd-47a8-bca5-e10ac468f33f,MM - National LAX,REKOU,Eugenia Koudanis,Gambling / Lottery,Casinos/Gambling,,,CALENDAR,0,25035672,,,1836,2160
WUMN,UNIVISION - AFFILIATE,"Menards, Inc (A)",00000000-0000-0000-0000-000000000000,2025,9,Households,Time Sale - General,C,"Menards, Inc.",e486b648-5ebb-465b-bf39-519464edefce,MM - National CHI,RTLAL,Terrence Lally,Retail,Home Improvements/Hardware,,,BROADCAST,0,25034945,,,731,860
WUMN,UNIVISION - AFFILIATE,"Menards, Inc (A)",00000000-0000-0000-0000-000000000000,2025,9,Households,Time Sale - General,C,"Menards, Inc.",e486b648-5ebb-465b-bf39-519464edefce,MM - National CHI,RTLAL,Terrence Lally,Retail,Home Improvements/Hardware,,,CALENDAR,0,25034945,,,731,860
KNVO,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - ATL,TEFIN,Elizabeth Fine,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25035027,,,3706,4360
KNVO,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - ATL,TEFIN,Elizabeth Fine,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25035027,,,3706,4360
KTFN,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - ATL,TKHER,Keith Herbers,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25035043,,,204.85,241
KTFN,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - ATL,TKHER,Keith Herbers,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25035043,,,204.85,241
KDJT,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - LAX,TKHER,Keith Herbers,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25035077,,,221,260
KDJT,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - LAX,TKHER,Keith Herbers,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25035077,,,221,260
KPMR,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - LAX,TKHER,Keith Herbers,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25035079,,,470.9,554
KPMR,UNIVISION - AFFILIATE,"Jack In The Box, Inc.",628a7f09-6943-4000-a809-5e36cb51c3e8,2025,9,Adults 25-54,Time Sale - General,C,"Carat USA, Inc.",4878365a-5e75-4b14-b1b5-61eedfdcab82,Holding Company - LAX,TKHER,Keith Herbers,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25035079,,,470.9,554
KELV,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,9,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035627,,,3400,4000
KELV,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,9,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035627,,,3400,4000
KINC,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,10,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035628,,,8245,9700
KINC,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,10,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035628,,,8245,9700
KINC,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,12,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035628,,,2040,2400
KINC,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,12,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035628,,,2040,2400
KVYE,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,10,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035653,,,7471.5,8790
KVYE,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,10,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035653,,,7471.5,8790
KVYE,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,12,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035653,,,7271.75,8555
KVYE,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,12,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035653,,,7271.75,8555
KVYE,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,9,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035654,,,8245,9700
KVYE,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,9,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035654,,,8245,9700
KBNT,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,10,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,BROADCAST,0,25035840,,,3123.75,3675
KBNT,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,10,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,CALENDAR,0,25035840,,,3123.75,3675
KBNT,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,11,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,BROADCAST,0,25035846,,,15873.75,18675
KBNT,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,11,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,CALENDAR,0,25035846,,,15873.75,18675
KNVO,UNIVISION - AFFILIATE,South Texas FDAF Inc. (A),00000000-0000-0000-0000-000000000000,2025,9,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,BROADCAST,0,25035966,,,4675,5500
KNVO,UNIVISION - AFFILIATE,South Texas FDAF Inc. (A),00000000-0000-0000-0000-000000000000,2025,9,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,CALENDAR,0,25035966,,,4675,5500
KVOS,UNIVISION - AFFILIATE,Western Washington Toyota Dealers Advert. Assoc.,9715cc4a-e563-484c-9225-2d1ed7815ed5,2025,9,Adults 25-54,Time Sale - General,C,"TCAA Cincinnati, LLC",e3f972b4-1500-4b91-8e58-e11153e8f622,MM - National CHI,RTMCN,Trey McNeill,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035969,,,10625,12500
KVOS,UNIVISION - AFFILIATE,Western Washington Toyota Dealers Advert. Assoc.,9715cc4a-e563-484c-9225-2d1ed7815ed5,2025,9,Adults 25-54,Time Sale - General,C,"TCAA Cincinnati, LLC",e3f972b4-1500-4b91-8e58-e11153e8f622,MM - National CHI,RTMCN,Trey McNeill,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035969,,,10625,12500
KVER,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,9,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,BROADCAST,0,25036032,,,2592.5,3050
KVER,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,9,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,CALENDAR,0,25036032,,,2592.5,3050
KNVO,UNIVISION - AFFILIATE,Hyundai Dealers Association,1ebbea79-850e-4147-9ee0-2fe21945d07c,2025,11,Adults 18+,Time Sale - General,C,"Canvas Worldwide, LLC",5dd6bcf4-20ad-4bd7-b348-a5531761e855,Holding Company - DFW,TBHIL,Brittney Hill - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25036147,,,3293.75,3875
KNVO,UNIVISION - AFFILIATE,Hyundai Dealers Association,1ebbea79-850e-4147-9ee0-2fe21945d07c,2025,11,Adults 18+,Time Sale - General,C,"Canvas Worldwide, LLC",5dd6bcf4-20ad-4bd7-b348-a5531761e855,Holding Company - DFW,TBHIL,Brittney Hill - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25036147,,,3293.75,3875
KORO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,11,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036163,,,14994,17640
KORO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,11,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036163,,,14994,17640
KORO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2026,1,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036164,,,11118,13080
KORO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2026,1,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036164,,,11118,13080
KUPB,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,12,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036177,,,2996.25,3525
KUPB,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,12,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036177,,,2996.25,3525
KNVO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,9,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036186,,,5240.25,6165
KNVO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,9,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036186,,,5240.25,6165
KRNS,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,11,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TMPAT,Michelle Patick - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035666,,,280.5,330
KRNS,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,11,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TMPAT,Michelle Patick - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035666,,,280.5,330
KREN,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,10,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TMPAT,Michelle Patick - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25035667,,,1870,2200
KREN,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,10,Adults 35-64,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - LAX,TMPAT,Michelle Patick - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25035667,,,1870,2200
KEVC,UNIVISION - AFFILIATE,Morongo Casino,5c096ee3-71f3-4089-b6ee-5b4e45289c9b,2025,9,Adults 25-54,Time Sale - General,C,MJA Advertising,677e7fda-c1bd-47a8-bca5-e10ac468f33f,MM - National LAX,REKOU,Eugenia Koudanis,Gambling / Lottery,Casinos/Gambling,,,BROADCAST,0,25035672,,,1895.5,2230
KEVC,UNIVISION - AFFILIATE,Morongo Casino,5c096ee3-71f3-4089-b6ee-5b4e45289c9b,2025,9,Adults 25-54,Time Sale - General,C,MJA Advertising,677e7fda-c1bd-47a8-bca5-e10ac468f33f,MM - National LAX,REKOU,Eugenia Koudanis,Gambling / Lottery,Casinos/Gambling,,,CALENDAR,0,25035672,,,1895.5,2230
KBNT,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,9,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,BROADCAST,0,25035845,,,12686.25,14925
KBNT,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,9,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,CALENDAR,0,25035845,,,12686.25,14925
KBNT,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,10,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,BROADCAST,0,25035846,,,12707.5,14950
